patient_id,last_name,first_name,patronymic,birth_date,gender,insurance_policy,snils,address,phone
528,Копылова,Дементий,Руслановна,1986-09-03,Ж,48163849368063,585-301-012 78,"г. Щелково, алл. Молодежная, д. 9 стр. 3, 758670",+7 (656) 203-6344
529,Блинова,Кондрат,Гордеевич,1970-08-01,М,68963318123357,617-073-174 45,"с. Иваново, пр. Геологический, д. 4/7 стр. 9/6, 898977",+77594434852
530,Лазарева,Мина,Геннадиевич,1996-03-01,М,74037676874042,076-751-497 53,"г. Мокшан, ш. Портовое, д. 10 к. 509, 656582",+7 (445) 385-6535
531,Тетерина,Дмитрий,Германович,1953-02-26,Ж,66000470911034,956-119-989 96,"г. Усолье Сибирское, бул. Карла Маркса, д. 57, 614477",8 186 870 47 96
532,Лаврентьев,Дарья,Захаровна,1987-08-17,Ж,82905256599508,914-233-029 27,"ст. Анадырь, наб. Мусы Джалиля, д. 99 к. 3/3, 405131",8 (660) 474-7338
533,Ершова,Будимир,Димитриевич,1997-03-16,Ж,85247442035944,102-387-351 86,"ст. Тайшет, наб. Кубанская, д. 41 к. 2, 025853",+76581539885
534,Петухова,Гурий,Макаровна,1951-08-19,М,78955990984128,655-816-759 23,"д. Кетченеры, пер. Социалистический, д. 903 к. 446, 292421",85973091218
535,Исаев,Герман,Харитонович,1961-09-27,М,41146133155530,153-030-440 77,"г. Югорск, пр. Ватутина, д. 6 стр. 8, 634541",8 (299) 126-9945
536,Тимофеев,Аполлон,Фёдорович,1977-03-14,М,19106166910082,242-168-268 22,"к. Петушки, бул. Революции, д. 3/1, 479100",8 932 572 2870
537,Горбунова,Егор,Владиленович,1955-04-15,Ж,00748597243871,295-145-205 80,"г. Оленек, наб. Кооперативная, д. 52, 654747",8 950 904 18 98
538,Нестеров,Поликарп,Тимурович,1970-10-11,М,30165562388788,876-569-931 36,"клх Губкин, ш. Солнечное, д. 913, 047947",+7 990 380 35 14
539,Зиновьева,Спиридон,Валентиновна,1979-05-12,М,38294419147905,347-283-951 67,"ст. Фатеж, бул. Черноморский, д. 86 к. 984, 865629",+7 (582) 282-80-18
540,Кудряшов,Герасим,Демьянович,1986-04-13,Ж,30688568467678,096-458-374 49,"к. Домодедово, алл. 70 лет Октября, д. 81, 559289",8 (487) 411-48-62
541,Гордеев,Прокл,Захарьевич,1951-10-27,Ж,19976453496551,564-196-789 63,"д. Каргасок, бул. Дарвина, д. 20 к. 4/1, 597224",+7 (284) 834-92-76
542,Бирюков,Фадей,Анисимович,2006-03-16,Ж,46018040334801,537-358-667 15,"к. Пушкино (Моск.), наб. Владимирская, д. 16, 746272",+7 536 499 1192
543,Зуева,Тарас,Юльевна,1982-12-13,М,67285021553830,775-582-126 26,"д. Обнинск, пр. Черемуховый, д. 7 к. 178, 519919",8 (177) 551-2944
544,Григорьев,Леон,Викторовна,1957-12-06,М,53164982838597,477-656-590 70,"к. Элиста, бул. Союзный, д. 4 к. 9/8, 156922",+7 949 076 3415
545,Гаврилов,Мирослав,Вениаминовна,1998-07-28,М,71001154773494,314-872-255 78,"к. Воркута, наб. Просторная, д. 5/2, 855739",8 232 855 5809
546,Кириллова,Мечислав,Чеславович,1976-06-20,М,75816602841362,334-704-071 46,"к. Сызрань, пер. Восьмого Марта, д. 24 стр. 6, 083745",8 017 039 61 01
547,Русаков,Милен,Георгиевна,1939-09-12,Ж,01706794907869,285-516-215 93,"с. Красная Поляна, алл. Панфилова, д. 4/6 к. 9, 070722",8 (834) 133-5139
548,Попов,Афиноген,Егорович,1961-03-31,М,09742749366357,967-148-030 07,"ст. Яр-Сале, ш. Радищева, д. 16 к. 35, 379412",8 (866) 911-2232
549,Алексеев,Капитон,Даниловна,1958-02-03,М,52611978925946,574-465-325 54,"г. Тотьма, ш. Володарского, д. 836, 805203",8 (819) 376-8418
550,Савина,Климент,Эдуардович,1946-05-16,Ж,46220148333540,112-728-360 30,"к. Снежногорск (Мурм.), ул. Комсомольская, д. 8/7 к. 883, 295076",8 (162) 172-04-88
551,Кулакова,Софрон,Тихонович,1942-02-27,Ж,41869303264564,967-419-916 05,"с. Красновишерск, ул. Станиславского, д. 334 стр. 2, 018158",81368296707
552,Жданов,Демид,Валерианович,1980-08-24,Ж,31936252602216,908-875-480 29,"ст. Нурлат, алл. Толбухина, д. 4 стр. 606, 351745",+76935102140
553,Дьячкова,Таисия,Афанасьевич,1955-12-08,М,83319558979903,597-177-170 30,"д. Сеймчан, пер. Лермонтова, д. 724, 516483",8 (953) 376-8418
554,Буров,Таисия,Трофимович,1997-09-17,Ж,76006434597317,303-324-967 57,"г. Абакан, пер. Бригадный, д. 894 к. 91, 560542",8 (079) 959-47-61
555,Никитин,Велимир,Антипович,2001-05-02,М,97647545657289,722-693-485 40,"д. Терскол, бул. Максима Горького, д. 7 к. 366, 138268",8 (097) 777-95-70
556,Белякова,Валентина,Гертрудович,1990-09-27,Ж,26377927110735,128-962-206 82,"п. Кирово-Чепецк, бул. Тульский, д. 423, 460606",84306952357
557,Комарова,Никифор,Захарьевич,1954-07-31,Ж,94128537006448,854-875-311 98,"п. Новый Оскол, наб. Волгоградская, д. 853 к. 5/3, 507868",8 (786) 020-3922
558,Николаев,Ипат,Артемьевич,2000-11-05,М,01958663992879,872-873-142 49,"п. Чебаркуль, пр. Ветеранов, д. 5, 603328",8 (807) 005-1028
559,Туров,Леонтий,Игоревич,1946-03-28,Ж,20220175454164,879-210-466 27,"ст. Внуково (метеост.), алл. Кольцова, д. 5/5 к. 40, 078548",+7 (309) 587-2383
560,Евсеев,Творимир,Мироновна,1936-11-14,Ж,60145792326714,858-197-015 01,"д. Старый Оскол, алл. Береговая, д. 25 стр. 20, 852332",87049379582
561,Никитина,Варфоломей,Измаилович,2008-05-01,Ж,55116397149207,574-142-487 39,"с. Гудермес, пер. Российский, д. 31 к. 8, 367724",+73435497872
562,Жукова,Назар,Иосипович,2000-04-21,М,15643802990348,042-479-600 09,"д. Бологое, бул. 40 лет Октября, д. 4/8 к. 3/5, 662254",82036930914
563,Беспалова,Агафья,Ануфриевич,1949-02-02,Ж,52731172264147,569-001-842 93,"д. Тулун, наб. Рылеева, д. 3 стр. 99, 596677",+7 539 022 62 47
564,Трофимова,Эмилия,Данилович,1990-04-02,М,50032990900647,614-427-873 55,"клх Листвянка (Иркут.), бул. Новгородский, д. 869, 067549",+7 (934) 396-9045
565,Гурьева,Еремей,Павловна,1960-05-20,Ж,52878357338133,073-453-302 36,"ст. Инта, наб. Металлургов, д. 1, 372033",8 051 602 3251
566,Нестерова,Алексей,Чеславович,1947-08-31,Ж,55587094042245,641-199-255 12,"д. Астрахань, ш. Фабричное, д. 135 к. 4, 941971",8 755 716 6328
567,Дмитриева,Анна,Васильевич,1973-03-27,Ж,63061621856352,007-615-042 05,"клх Радужный, пр. Бажова, д. 443 стр. 1/9, 901014",8 103 927 88 88
568,Лазарев,Тимофей,Владиславовна,1963-08-21,Ж,04616388168785,185-690-509 65,"с. Сосьва (Хант.), пер. Строительный, д. 872, 081472",+7 (735) 640-7830
569,Фокина,Творимир,Гурьевич,1942-03-19,Ж,69789995145498,367-146-749 06,"с. Объячево, ш. Энтузиастов, д. 2/2, 456059",8 634 318 0739
570,Белозерова,Гедеон,Аверьянович,1939-11-08,Ж,25856533777303,167-871-926 15,"клх Елатьма, ш. Пушкинское, д. 14, 545500",8 490 809 9839
571,Терентьева,Серафим,Трифонович,1997-10-24,М,38872461630343,830-009-143 52,"г. Сухиничи, бул. Литейный, д. 779 стр. 5, 628973",8 189 622 5275
572,Дмитриева,Олимпий,Антонович,1936-01-06,М,22302340567712,515-890-418 28,"г. Прохладный, пр. Московский, д. 323 к. 9/9, 479098",8 361 527 69 58
573,Носкова,Кондрат,Ефимьевич,1976-09-03,Ж,20224824886313,737-145-031 18,"с. Оленек, пер. Индустриальный, д. 2 стр. 79, 610471",8 (911) 992-5692
574,Лаврентьева,Лазарь,Наумовна,2001-08-14,Ж,68834103414131,811-814-051 32,"с. Черусти, ул. Гоголя, д. 8 стр. 785, 940671",+78783103145
575,Хохлова,Никита,Егорович,1978-04-11,М,72275794074033,744-999-870 93,"клх Киржач, бул. Рязанский, д. 526 к. 106, 267531",8 (057) 631-0108
576,Данилова,Онуфрий,Ефимовна,1980-09-02,Ж,46125360640047,486-794-869 89,"д. Братск, ул. Лазурная, д. 2/1 к. 177, 773759",+79330781117
577,Соболев,Филипп,Максимовна,1993-01-12,Ж,00490214441559,674-333-849 65,"п. Хасан, пр. Нагорный, д. 63, 004999",+7 (665) 361-97-73
578,Никитин,Радован,Григорьевич,1976-09-29,Ж,62487238586539,276-871-413 49,"ст. Старая Русса, пр. Щетинкина, д. 660 стр. 9, 735792",+7 162 506 98 93
579,Рожкова,Моисей,Рубеновна,1971-03-28,М,64639897014557,039-342-718 66,"к. Грозный, ш. Горное, д. 1 стр. 16, 011015",8 161 973 84 49
580,Егорова,Софон,Артурович,1954-05-29,Ж,13008823846990,867-233-104 48,"клх Смоленск, алл. Коммуны, д. 6 стр. 2/3, 188220",8 318 641 76 13
581,Федосеева,Алексей,Витальевич,1961-04-01,Ж,64169368359916,764-032-391 93,"п. Тында, бул. Короленко, д. 2/3, 937949",89522529644
582,Елисеев,Елизавета,Александровна,1973-05-04,М,36868111433064,098-058-771 55,"ст. Осташков, алл. Невского, д. 1/3 стр. 2, 046372",+7 626 603 23 58
583,Кириллов,Афанасий,Антоновна,1936-05-11,Ж,29559997737939,579-551-924 74,"г. Сосьва (Хант.), алл. Черняховского, д. 1/4 стр. 3/6, 761125",8 (423) 300-8056
584,Колобова,Ипат,Александрович,2004-08-09,М,29248287321078,831-273-654 85,"г. Солнечногорск, ул. Вишневая, д. 1/9, 287416",+7 (796) 365-12-95
585,Крюков,Максимильян,Бенедиктович,1938-02-05,Ж,05108194842262,300-360-722 35,"клх Тура, ул. Окружная, д. 3, 375391",8 928 091 66 31
586,Сазонов,Парфен,Геннадиевна,1987-11-30,Ж,87403304544106,166-497-008 44,"г. Мытищи, бул. Кубанский, д. 7/5 стр. 79, 809241",+7 505 096 99 61
587,Мартынова,Маргарита,Сергеевна,1962-01-02,Ж,15255232280588,377-435-404 76,"клх Камышин, наб. Шоссейная, д. 611 стр. 65, 277888",+7 (603) 174-89-03
588,Волков,Ираклий,Ильясович,2008-01-28,Ж,80971861422935,545-920-559 67,"с. Шатой, ш. Целинное, д. 937 стр. 50, 762745",+7 160 895 89 70
589,Орехова,Регина,Борисович,1982-11-23,Ж,22133689600834,761-289-899 30,"с. Воскресенск, ул. Лазурная, д. 3/8 стр. 156, 387885",+7 (858) 986-81-84
590,Игнатьева,Измаил,Вадимовна,1999-01-23,М,63090073794999,445-744-410 76,"п. Орехово-Зуево, ш. Кутузова, д. 4 стр. 8, 916043",8 983 985 9079
591,Горбунова,Юлия,Борисовна,1993-11-10,М,58578375681678,434-073-071 77,"клх Калуга, бул. Заводской, д. 978 к. 36, 338540",+7 (369) 995-2850
592,Архипова,Дорофей,Давидович,1947-04-15,М,26532735514972,490-322-347 71,"ст. Элиста, ул. Харьковская, д. 6 к. 6, 020061",8 (413) 644-59-47
593,Ефремова,Никифор,Брониславович,1957-03-28,М,18939127065076,122-283-056 44,"п. Адлер, наб. Павлова, д. 6 к. 1, 635607",8 (789) 433-27-63
594,Борисова,Мария,Валериевна,1943-11-05,Ж,46008236962690,222-097-550 61,"с. Славянск-на-Кубани, бул. Ленинградский, д. 2, 003934",+79076972162
595,Архипова,Афанасий,Афанасьевна,1961-10-19,Ж,33919296921053,071-226-008 22,"с. Лагань, пр. Трактовый, д. 5, 788728",+7 (063) 228-01-26
596,Турова,Флорентин,Афанасьевна,1942-08-30,М,44665895247609,606-472-452 57,"д. Смирных, наб. Шаумяна, д. 9/9 стр. 1, 094657",8 (706) 129-88-97
597,Тетерина,Герасим,Альбертовна,1977-02-18,Ж,26809282616417,005-371-860 56,"ст. Каневская, бул. Короленко, д. 5/8, 127983",+7 242 853 54 16
598,Кошелева,Адам,Архипович,1947-02-05,Ж,98480870170867,152-077-107 40,"п. Ржев, пер. Жуковского, д. 7/8 стр. 74, 051109",+7 070 178 5020
599,Кононов,Анисим,Вилорович,1982-10-23,Ж,49723920102975,997-475-396 59,"к. Зарайск, алл. Пархоменко, д. 3 к. 741, 153740",8 133 793 7669
600,Воронцова,Жанна,Вячеславовна,1996-04-27,М,68160855717490,584-968-814 49,"п. Нарьян-Мар, пр. Ярославский, д. 1 стр. 8, 450999",8 (632) 453-5279
601,Рябов,Валерий,Валентинович,1947-10-08,М,08518466898593,213-596-183 07,"клх Тутончаны, ш. Вокзальное, д. 72, 259720",8 548 298 7819
602,Бобров,Арсений,Романовна,1973-10-25,Ж,74984746042937,178-472-146 17,"к. Тюмень, ш. Поперечное, д. 3, 676988",87988775445
603,Васильева,Исидор,Филимонович,1975-08-02,М,13401929360596,275-193-463 89,"п. Лабытнанги, наб. Пушкина, д. 4/7 стр. 7, 156862",+7 (307) 065-94-80
604,Симонова,Лука,Даниилович,1949-05-07,Ж,60227433037271,862-447-563 11,"п. Урус-Мартан, ул. Победа, д. 88 стр. 266, 459858",8 635 654 18 02
605,Матвеева,Устин,Леонидовна,2006-07-11,М,25212886690594,699-842-882 84,"к. Елатьма, алл. Российская, д. 92, 123203",8 686 427 78 62
606,Красильников,Тит,Михайловна,1981-06-09,Ж,27287603208778,347-106-283 34,"с. Королев, пр. Ангарский, д. 82 к. 1/1, 535859",8 (302) 732-28-57
607,Беспалова,Азарий,Ефстафьевич,1957-08-29,Ж,40255546893977,041-167-881 59,"с. Сковородино, пер. Черняховского, д. 7, 448467",+7 (322) 912-4895
608,Крюков,Творимир,Фролович,1995-01-07,Ж,00623945994264,076-089-530 12,"ст. Костомукша, пер. Кооперативный, д. 838 стр. 962, 356890",8 810 801 5337
609,Шилов,Евстафий,Зиновьевич,1990-05-23,Ж,70277287156596,957-945-759 59,"г. Неплюевка, бул. Ставропольский, д. 3/2 к. 2/5, 418395",+7 (525) 207-88-21
610,Устинов,Анна,Жанович,1948-07-20,Ж,19214574452030,276-947-308 82,"п. Новый Уренгой, ш. Тульское, д. 31 стр. 5, 293634",+7 941 218 0525
611,Пестов,Филимон,Жоресович,1943-10-07,Ж,04794123254601,891-134-348 57,"п. Шаховская, пер. Космодемьянской, д. 77 стр. 2/3, 342112",+7 291 381 3014
612,Никитина,Лев,Артемовна,1940-02-15,Ж,29890888196645,231-919-908 21,"к. Павловский Посад, бул. Ясный, д. 472 стр. 7/8, 417103",8 (919) 187-4050
613,Цветков,Изяслав,Ниловна,1963-06-23,Ж,20344956071487,650-775-257 23,"ст. Карпинск, пр. Заводской, д. 97, 105703",89630667005
614,Соболева,Ювеналий,Елисеевич,1990-03-29,Ж,96693233700715,800-971-408 63,"п. Макушино, ш. Совхозное, д. 6/9, 448883",82375909722
615,Богданова,Любосмысл,Аскольдовна,1954-09-08,Ж,58545513919603,482-367-883 87,"д. Калуга, алл. Северная, д. 743, 758466",+78674163712
616,Воробьев,Нифонт,Давыдович,1949-10-28,Ж,75529776014584,081-144-157 28,"клх Качканар, пр. Верхний, д. 768 стр. 714, 361189",+7 (605) 554-65-42
617,Селезнева,Никон,Юлианович,1969-01-13,М,68437714034454,595-660-030 11,"п. Тайшет, алл. Достоевского, д. 5/3, 736838",8 095 709 3409
618,Романова,Борислав,Устинович,1984-07-16,М,08113640348484,377-006-279 59,"к. Иркутск, наб. Ореховая, д. 7 стр. 6/5, 175627",8 280 016 1734
619,Костин,Роман,Васильевна,1974-03-05,М,59235163832648,971-001-707 81,"клх Нарьян-Мар, пр. Линейный, д. 50 к. 9, 142355",+7 (833) 728-75-67
620,Романова,Федор,Валерьевич,1963-10-09,Ж,02656477115882,187-089-410 79,"с. Голицыно, наб. Юности, д. 5, 119830",87542473885
621,Силина,Лора,Гаврилович,1968-04-08,М,77487700788125,325-121-808 22,"д. Черняховск, пер. Глинки, д. 7/1, 865383",85716468210
622,Федосеева,Агафон,Геннадиевич,1999-09-27,М,09070378088669,320-709-834 84,"с. Междуреченский, пр. Специалистов, д. 79 стр. 1, 445657",+7 (676) 541-98-28
623,Ершов,Прокофий,Валентиновна,1972-05-22,М,77950034522026,269-303-264 52,"п. Кондопога, пер. Спортивный, д. 5/1, 351685",+7 (247) 675-12-58
624,Власов,Светозар,Романовна,1938-10-23,М,05366933276334,228-562-837 23,"п. Нарьян-Мар, алл. Кузнечная, д. 833 стр. 508, 340370",+73333188384
625,Гурьев,Нифонт,Евгеньевна,1946-09-03,Ж,25780473719851,769-680-645 54,"г. Нурлат, бул. Минский, д. 3/7 к. 1, 327396",8 (859) 342-8839
626,Воробьев,Ефрем,Викторовна,1997-08-14,Ж,99783315032198,596-551-025 06,"клх Троицко-Печорск, бул. Подгорный, д. 8/4 к. 8, 714998",8 328 959 10 38
627,Агафонов,Доброслав,Ефстафьевич,1955-05-28,Ж,76221559637439,639-949-594 03,"ст. Лотошино, наб. Демьяна Бедного, д. 4 к. 970, 300210",+7 (736) 632-56-73
628,Суворова,Ксения,Юрьевна,1960-09-29,М,23487493916601,910-904-886 60,"ст. Елатьма, наб. Свободы, д. 9/4 к. 9/6, 417609",+7 937 164 5810
629,Дроздов,Милий,Рубеновна,2002-04-01,М,34669447338780,528-905-665 18,"д. Медногорск, пр. Азина, д. 998 стр. 57, 450968",8 938 062 5023
630,Тарасов,Сократ,Борисовна,1988-07-07,Ж,46924343548695,212-156-038 71,"п. Набережные Челны, пр. Ленина, д. 7/1 к. 1, 764747",8 911 612 21 50
631,Лукина,Изот,Николаевна,1990-07-29,М,55868190041589,333-528-660 13,"клх Абакан, алл. Титова, д. 4/9, 101245",8 (181) 580-61-94
632,Журавлева,Ферапонт,Сергеевна,1951-03-24,Ж,36505519193968,718-671-708 04,"клх Жигулевск, бул. Нефтяников, д. 771 стр. 429, 213495",+7 (209) 400-37-17
633,Попова,Митофан,Александровна,1982-11-29,М,62748066112620,306-951-657 12,"д. Рыбинск, ш. Светлое, д. 412, 302559",8 (792) 062-3145
634,Цветкова,Петр,Анатольевна,2004-02-29,Ж,91096196804505,211-203-608 16,"клх Усть-Кут, наб. Ореховая, д. 1/9, 971408",+7 (469) 544-9506
635,Лебедев,Харлампий,Леонидовна,1980-09-08,М,80627456698398,590-742-941 42,"д. Новороссийск, ш. Азина, д. 3/6 к. 58, 669195",+7 (016) 472-8617
636,Сафонов,Евгения,Натановна,1986-07-12,М,85902629761166,286-603-498 24,"с. Баргузин, пр. Павлова, д. 3/8, 402157",+7 (312) 524-23-52
637,Федосеев,Октябрина,Терентьевич,1940-01-20,Ж,08589496172150,520-535-313 18,"с. Анадырь, пер. Угловой, д. 3 к. 32, 091294",+73141408783
638,Лобанов,Ираида,Федоровна,1962-03-27,М,77982402116823,137-998-181 00,"ст. Минусинск, пр. Чайковского, д. 9/7, 558774",8 263 488 8237
639,Агафонова,Ярослав,Вилорович,1978-04-05,М,44225351178828,050-345-538 82,"г. Кузнецк, пр. Советской Армии, д. 7/7 к. 982, 458712",+7 753 136 8593
640,Ершов,Мокей,Степановна,1953-12-28,Ж,62107414430106,144-529-964 57,"п. Катайск, пер. Серафимовича, д. 415, 349729",8 970 100 34 34
641,Елисеев,Эмиль,Валериевна,2002-12-30,М,58586188817860,215-992-794 37,"д. Губаха, наб. Трудовая, д. 23 к. 32, 954807",+7 473 148 3687
642,Орехов,Родион,Харитонович,2003-01-01,Ж,40703666560076,228-212-821 93,"с. Усть-Катав, ш. Щетинкина, д. 56 к. 49, 045969",+7 (066) 604-85-31
643,Громов,Егор,Димитриевич,1971-06-18,М,35849811846512,421-063-781 70,"ст. Октябрьский (Башк.), бул. Кубанский, д. 665 к. 9, 942193",8 (931) 363-65-97
644,Казаков,Селиван,Трифонович,1998-03-21,М,68777593586134,174-919-538 08,"с. Сухиничи, алл. Путейская, д. 276, 001113",81548044236
645,Меркушева,Ипатий,Эдуардович,1956-09-18,Ж,14990108616479,049-915-738 06,"с. Киров (Вятка), пр. Байкальский, д. 296 к. 823, 643205",8 (699) 724-5971
646,Казакова,Прасковья,Ждановна,1984-12-28,Ж,57932770115491,773-260-968 56,"г. Троицко-Печорск, бул. Монтажников, д. 95 к. 8/5, 364470",+7 (632) 767-65-96
647,Кабанова,Капитон,Оскаровна,1981-01-03,Ж,87669494715534,745-024-053 77,"д. Кущевская, ш. Розы Люксембург, д. 4 стр. 6, 375480",8 (805) 383-38-56
648,Герасимова,Евгений,Гаврилович,1951-11-24,Ж,36964804073730,415-063-240 51,"с. Новочеркасск, алл. Микрорайон, д. 4/4 стр. 7, 464660",+7 (327) 399-7415
649,Соболева,Гедеон,Станиславовна,1942-10-02,Ж,94101027607819,516-484-977 97,"п. Апатиты, ул. Механическая, д. 4 к. 8, 478935",+7 526 027 0687
650,Агафонов,Пимен,Руслановна,1999-06-22,М,07181292361391,237-745-998 41,"с. Приозерск, пр. Зеленый, д. 9 стр. 279, 651064",+7 707 838 4784
651,Васильева,Евсей,Филипповна,1936-11-22,М,34857365404492,728-090-317 88,"ст. Красноуральск, бул. Нижний, д. 8/9, 984440",8 (895) 930-3207
652,Егорова,Мокей,Феодосьевич,1936-02-20,Ж,52699015230299,966-330-923 56,"г. Костомукша, пр. Пригородный, д. 5, 273201",+7 (953) 185-00-42
653,Власов,Богдан,Кирилловна,2007-10-23,Ж,20682048109305,484-738-577 97,"к. Мытищи, бул. Чернышевского, д. 28 стр. 2, 723826",+72951852557
654,Афанасьева,Панкрат,Степановна,2007-04-16,М,81559030819695,448-761-504 88,"клх Мурманск, ул. Геологическая, д. 5 стр. 5/1, 507695",8 593 558 8108
655,Белякова,Лукия,Венедиктович,1956-03-16,М,77547777459254,123-872-493 79,"г. Сыктывкар, бул. Балтийский, д. 6, 849674",+7 662 395 67 12
656,Прохоров,Михаил,Валентиновна,1965-07-10,Ж,50276749064122,727-653-145 13,"с. Белгород, наб. Запорожская, д. 6, 455955",8 216 833 57 66
657,Волкова,Аполлинарий,Артемовна,1983-11-30,Ж,04910860431715,578-521-979 33,"г. Энгельс, алл. Верхняя, д. 1/9 стр. 1, 055839",+7 115 320 26 40
658,Голубев,Юлиан,Мироновна,1961-04-14,М,33963790203887,821-889-384 47,"ст. Семлячики, пр. Новгородский, д. 3 к. 583, 242664",8 (426) 440-47-83
659,Наумова,Елизавета,Рудольфовна,1958-02-06,М,79663795818774,499-246-871 44,"ст. Хатанга, бул. Герцена, д. 61 стр. 7, 423940",+7 (690) 896-49-66
660,Дьячков,Галина,Филипповна,2006-02-17,М,11822923246872,203-733-784 06,"д. Псебай, наб. Энгельса, д. 9/4 к. 645, 576578",8 800 551 26 76
661,Галкин,Алла,Дмитриевич,1971-05-16,М,36327056146534,420-042-186 74,"ст. Нягань, ул. Ленская, д. 2, 985056",8 133 585 0814
662,Мельников,Дорофей,Гаврилович,2003-08-05,Ж,76632790423381,060-891-700 52,"д. Курганинск, пр. Калинина, д. 6/1 к. 3, 025996",+7 143 583 04 07
663,Кондратьев,Наина,Павловна,1985-04-18,М,13061092216897,453-714-732 04,"д. Грозный, наб. Новгородская, д. 726 к. 6/7, 233616",8 580 624 7555
664,Петухов,Пантелеймон,Филиппович,1954-05-06,М,03670275100568,706-905-711 21,"с. Шатой, ш. Осенное, д. 45, 305484",85165707943
665,Калинин,Велимир,Максимовна,2007-04-23,М,30242646855190,204-115-488 05,"д. Кижи, наб. Черняховского, д. 4, 633057",8 437 009 8416
666,Воронцова,Каллистрат,Даниилович,1996-10-21,Ж,70217047012592,833-971-785 68,"с. Шенкурск, наб. Подгорная, д. 2 к. 4/4, 105591",8 983 317 93 64
667,Никифорова,Сигизмунд,Аксёнович,2006-02-06,М,94406545259357,076-509-462 07,"п. Истра, ул. Большая, д. 1/3 к. 2/2, 801093",8 091 949 08 17
668,Комаров,Антип,Герасимович,1953-12-12,Ж,76280587777014,972-682-119 56,"с. Армавир, пр. Краснознаменный, д. 6 к. 2/3, 051356",+7 (974) 892-5007
669,Кулаков,Вацлав,Федосьевич,1999-01-01,Ж,48673581821774,874-779-359 95,"д. Кисловодск, пр. Шаумяна, д. 325 к. 419, 646912",8 719 196 99 33
670,Гришин,Изяслав,Кузьминична,1940-07-23,Ж,31387830568287,533-552-620 29,"к. Сочи, ул. Торговая, д. 38 стр. 4/5, 173922",+7 (931) 778-65-03
671,Яковлева,Антонина,Елизарович,1995-03-31,Ж,50557779174312,434-535-381 15,"г. Черусти, пр. Авиационный, д. 994, 369575",8 294 339 16 86
672,Брагина,Родион,Абрамович,2006-05-02,Ж,85506943944101,042-797-493 54,"г. Воткинск, ш. Кирпичное, д. 2/4 стр. 49, 753848",+7 115 703 47 56
673,Киселев,Ангелина,Бенедиктович,1991-07-11,Ж,42624554620213,546-922-394 07,"п. Магнитогорск, наб. Добролюбова, д. 1/6, 700603",88107951635
674,Федотов,Афиноген,Дорофеевич,1947-01-26,М,20224175616809,564-185-413 33,"к. Александровск, пер. 50 лет Октября, д. 656, 791578",+7 (905) 249-22-19
675,Дементьева,Виктор,Ефимовна,1949-06-01,М,42999481414013,856-993-914 26,"г. Горно-Алтайск, ш. Совхозное, д. 174, 098446",88886659481
676,Маслова,Тит,Виленович,1998-07-05,М,29136759164491,532-180-113 08,"п. Волоколамск, пр. Стахановский, д. 34 к. 1, 246267",+7 320 253 42 38
677,Якушев,Потап,Федоровна,1940-10-20,М,77604293987667,408-772-107 52,"г. Комсомольск-на-Амуре, бул. Парковый, д. 2, 972472",8 426 541 6893
678,Никитина,Денис,Чеславович,1994-07-27,Ж,39852381828936,327-868-070 42,"с. Киров (Вятка), пер. Нахимова, д. 21, 992135",+7 (470) 507-0775
679,Попов,Мария,Анатольевна,1975-12-10,М,94999635768662,138-059-519 48,"к. Златоуст, наб. Буденного, д. 2, 305915",+71963511096
680,Соколова,Леонид,Измаилович,1950-01-16,М,36365905041737,223-426-787 03,"клх Усинск, алл. Тихая, д. 2/9, 547521",+7 275 963 73 11
681,Костин,Эрнст,Гертрудович,1967-12-03,М,10886230659400,381-803-648 51,"п. Борзя, алл. Свободы, д. 940 стр. 370, 616878",8 (321) 499-97-03
682,Казакова,Владимир,Адамович,1973-07-27,М,34743344210651,004-601-041 31,"к. Нальчик, пр. Лермонтова, д. 80 стр. 42, 672176",+7 898 987 87 76
683,Селиверстов,Нина,Феоктистович,1985-12-12,М,13877123981893,972-048-730 45,"к. Невьянск, пер. Специалистов, д. 573 стр. 188, 964031",8 758 593 9185
684,Архипов,Вера,Тимурович,1954-07-12,М,05449339271954,063-856-702 07,"п. Серпухов, бул. Медицинский, д. 60 стр. 6, 354407",8 (967) 788-8922
685,Турова,Вацлав,Рудольфовна,1939-09-15,М,07204094711246,175-780-410 48,"с. Ведено, пр. Иркутский, д. 3 стр. 3/5, 704986",8 (110) 187-70-33
686,Веселов,Макар,Фомич,1941-11-04,Ж,44307324668997,490-304-381 77,"с. Хужир, наб. Павлика Морозова, д. 248, 301864",+7 (231) 456-5181
687,Миронов,Ростислав,Исидорович,1946-06-05,Ж,70034374325674,053-625-123 11,"г. Бомнак, пер. Нагорный, д. 70, 713693",+7 052 214 4267
688,Суханова,Иннокентий,Робертовна,1985-03-12,Ж,38425611615999,442-618-455 37,"с. Туруханск, бул. Жукова, д. 581, 023235",8 (593) 580-3528
689,Семенова,Амвросий,Игоревич,1939-04-05,Ж,75078197354425,247-777-444 96,"г. Мелеуз, наб. Цветочная, д. 760 к. 56, 275537",8 (938) 546-09-12
690,Николаев,Азарий,Дмитриевич,1938-10-05,М,72545396016099,324-707-926 25,"к. Каневская, бул. Льва Толстого, д. 632, 394398",8 (442) 789-5236
